block_number,transaction_index,log_index,address,block_hash,transaction_hash,contract_address,event_name,event_hash,arg__current,arg__roundId,arg__updatedAt
14763385,384,568,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0xb0d86e24ba9926f9e867e604495b11a61504ca15a0cf4eaa06a2543b5aab2346,0x4e2b93ff25eb10ddd26890a7ddbed48febfc42da5f1b7880db44cb2fa504bcac,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,7433562668799,36,1652390298
14763388,114,161,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0x4b8dde22e659135caf36d30725725a13291496f7b1a89290bd925cd363187926,0xed41897ee83f187a60b14f1016a7ea6b43407ace4b4f0e4e645b3ef3d7fc0f33,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,6587244378885,37,1652390362
14763396,85,45,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0xe4e6804a363c8fe91c025da4ea3d5318b62cf91dd332a2394baaea6c637b8418,0x2345f5b92f9d24678f4b4377f61dffef075e3ddc6f74649d6a4bc6fd3c9f52b9,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,7173458435627,38,1652390449
14763397,113,151,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0x9b8978b322dbcf3c70445521e9c11ff674e75d166da02741f6158a28602cf26e,0x760cc8621b10714db0099ee9937e021c98f5e09d0dccbc0166c0f76a4844d68b,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,6882975283811,39,1652390462
14763399,54,153,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0x44d64eb6158ab40f990a181d76e8196e13823d907e0baa66955ada1489881a62,0x26a5c9c26e386afbf39d6fee4719a3b6487d57222faa6930fbc9cecb466f00f7,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,5666022793486,40,1652390504
14763401,389,534,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0xabe8750f34161b128759c495729db54e75afcb951210abc2aea1d27024d58be8,0x339f5ce370614c84c4819183e205af6de3e83e68ebedf9308253ddbba8103d17,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,6744558351748,41,1652390521
14763403,32,79,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0xf2811a738ce76483c7b2b52fa4522c07cb677cdd271c920b900f338e1ba80e7c,0xaa545b3722a3599fec72222ad79b728ff8e6726a86924eb77f5b321935c254ff,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,5506812392291,42,1652390609
14763406,144,257,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0x4d4c3d324fa173289f27e370f11ca98a4530cd8c6c8f08955bc17c4b35149742,0xee696bb4f07c5618c212153cfd608b4299d77f9fc705aa23f0f508941b5affdd,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,6313375360541,43,1652390657
14763410,116,231,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0x2e6d3b118c5ac80ecea77fdc0d3367ce0e8785e909b467239e0626163db88224,0xbacdd3524577581d2fcbcefa2de2e51d83a908c1a26e418f86192a0013ba8a78,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,6600453633485,44,1652390725
14763410,118,234,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0x2e6d3b118c5ac80ecea77fdc0d3367ce0e8785e909b467239e0626163db88224,0xdd2fed8663d389b1d843100066b20367d2322f3336ea435b638fbf125ce9a0e2,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,6094653039520,45,1652390725
14763417,64,84,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0x159b34d80a38f2ecd8cc7d026b8e588a5dc3174583742b4a961f1681990f3b39,0xc73ba0de81044ce6a2cd5da9a7ed1278db3c9a8d7798f9c3c24e75b99e489caa,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,5893451782589,46,1652390811
14763423,46,45,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0xd8c6376c511f800a630c25f5ae97733ce6e20c2f7f7f53248eae02bf4ad2dc38,0xa07ec4717afabb1254832986491b162ece37effb5788d42585433d02aa786e3a,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,5688931064006,47,1652390849
14763433,117,196,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0xe8a8729cc82c7b2cec6824817b25a91d25a95609f56dfa3d0775928d3b7d707a,0x4e10859ca3c9722cc1ece029f12260a4450b98c60044695ad7dedea735c9ff38,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,5891877543344,48,1652390900
14763438,242,440,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0xfd133531b80f2478bd479f7b85d5f4c87c40afeb2ec4b01a464412f8cd9d3220,0x876bbef7c35e705922554732e902c86f386c5cffe254ba9c671cd540ee7c5c7f,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,5688931064006,49,1652390935
14763441,364,507,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0xa819d5eb1d0e315aa8181d6b641c1a21c4d10775935c90f7af258cd1342b9d31,0x47b40e35a8decf16436dcdf14004388cf61cf15432883e93b88743bfdb800104,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,5521995352535,50,1652391009
14763469,250,371,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0x0794888967bdeddd9119c0520ef1dc30fe4086cb17f8dac053aece83c14932f4,0xd53e45ae735da3b6b475e965a0136fc5553bd385e81038e72dc11ed2e098d1fb,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,4747471051237,51,1652391354
14763475,181,408,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0x0dedf5cb6e5fdc9c71d1672e84013206429837e17470e8ea765b2ac3673fc9d8,0xd6520b572754c68c5e54446e810501cd758af70d52f818effcbdefdb875d8fab,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,4019611136631,52,1652391428
14763486,297,609,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0x7f87eecf5699f3b2d89b94ee6091acb710f8aeac4e683e7bc70d4964fa089cd9,0x4f4d1fe13bc25e32acfbbda3ed559f5ce8e9dc980121ecf3a693c571fa772130,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,3870000000000,53,1652391620
14763488,0,2,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0x97c2c8f35383f876eaa3cee84a0f96374db44ec5c631c79f8a88cc820c0e2058,0xa05e9428c8eafdc618a33d679cc8f3443b38cb3f53e052bbece5aa0dbc81f6c5,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,4739672446191,54,1652391629
14763493,140,376,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0x4101ba5bd8d5214aaeb8d0b5b26f56b50f2d5b2c0cd2126df9ce2c26cb52e71b,0x1072a9c818601e0998c362be7c8f0e151b5cee2eadf35082cab5344f1d1b931f,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,3954342048594,55,1652391690
14763493,143,380,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0x4101ba5bd8d5214aaeb8d0b5b26f56b50f2d5b2c0cd2126df9ce2c26cb52e71b,0x50d62fda9aee97769e05599cc1c934885a1f5b55be95077134d3716313895f83,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,3870000000000,56,1652391690
14763536,179,212,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0x5e1855be833e5057be6638607419345a3eab4506002c229768fb1c659af1697e,0x132d39a7ecc0f608375018c5d55df06d9152cd88978011d65af6a45cd30169ab,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,4105234555205,57,1652392144
14763544,131,164,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0xfe62730f0c37626bd3fae1484518ee48d1920902fd2ab0a11e80752792672a6a,0x0ca4bbd47dc3254a4a56821cb5b18058421e7484ea0ac4b03cb86d65ac88b61e,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,3918448658997,58,1652392231
14763544,132,167,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0xfe62730f0c37626bd3fae1484518ee48d1920902fd2ab0a11e80752792672a6a,0x5d65b81459e0b1ce0127cc982ed7237905b01e6012dbce147a1d5b1761e8adb2,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,3790000000000,59,1652392231
14763546,201,215,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0x01d5b36145232c3272ecb872b9ba4dd19b25aa371c5456860cd03f719649b3d0,0x6e3fbdf5a8b8ca1c4b483148990d6a49b55b5d940b1171115d8beb23b905e242,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,3548443867403,60,1652392259
14763550,76,130,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0x6368741b94c1ea4261a7699f2b449353c6edaf4cdf963e70e79faf92c6e1a488,0x0fc94f57d928082f89bbe21531cac755a6c18b419c7563705bf4899787bdc891,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,3030000000000,61,1652392321
14763556,20,40,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0xa76f241d2ad4457f0b7995c69dfb21f4de87be59eb271a0fcbd96df552e20f7d,0x83dd8f71ca8e929bd9cecd2bce1b033bb74816b7ac4c5b51550bb787ca753e76,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,2910000000000,62,1652392386
14763563,248,324,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0xc0bc40552c23d13185acf9fd5509492e4bd0d0d0946c7d80998611d679fb5442,0xd999dfe7d0530e5cb5c3ecbd17eec1d0e6762dc6496156c4805e2a9473ec8b0f,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,3525083923405,63,1652392466
14763567,134,218,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0x1c4826bc5fe7f76ea8a73f4c2a3e660b93c6dca14b6b4f6ae0f575200dcbe09f,0x7e323a5bd0b127ff9ce71d0de9a5e7a0e969998ca4872c06430dfd7774e6c34c,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,3290550926677,64,1652392527
14763571,148,86,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0x53eb40a534a6babae8d4f47d29d5bfaf62d9267fbe68d095f06451acf69f78b5,0xb59a53f35ea53c6d13cdc2bf616f7ea862008e826cf6ab9c16e8f4524d3bcff5,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,3367730417275,65,1652392626
14763576,233,296,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0x4bf212e354802c24060e9863948c7f261ca2df7efa56f887e32eff61de6ef734,0x3304a2f36d900635b779b0da567c16e3080e418bcbe5850e4f97c968d185647f,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,2953468730638,66,1652392707
14763585,66,105,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0x6383ecf2a8e633098d9acaff37ea9c3957df98733cbc12600f3754191170564b,0x6e88a1662bf1a5d88dd34800e7b86398cf84dece39109af06c32028c592a3562,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,2872663914514,67,1652392776
14763596,230,291,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0xdd42a00b262091f24fd4e9a80437cb4e0504167fc012968f862741d9dbe94ce8,0x227851b886c9dff38c588b97fa0f22e5c0d35bbd324cd6c08b93133057daaef5,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,2718381928678,68,1652392867
14763607,188,314,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0x89a80d9ac86fa9bae151ad6bc934eef8c3d21fbe36840d0a2bfeba3b6d513860,0xfd3bb5fd974c925fccdc4ba743cb0f2ad758096460901b2776121a4418b121fb,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,2780014408088,69,1652393041
14763615,13,15,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0xb828f198e8e90936d17f030500a2504e323faf0fcfdf9b08b8024e297fcf7eb4,0x82a72ef6c862e77d6b861660ff78c118e377087eb90321fbdc213ab92591d787,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,2718060797560,70,1652393227
14763616,208,320,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0x57ca4aa0d50767bc7465ca751c01876c35422c005f8c52c5c0db8c8e1558d940,0x8f3c9d9f28ce87d06626223f3d043c692fd81539eb1021877df44ea1c44e575c,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,2610000000000,71,1652393228
14763624,23,32,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0x2a0ac86f42ff1dcff08472ba79f94b09846f3d0e47215cb5e2afbf2150824317,0xda4d6dc16db02829736da2b161e8a0d40d1f55d4e3b8f4f518f2bcecb4921c31,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,2090647988836,72,1652393318
14763630,137,175,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0xa478d267ac78624f5a1491d1233ad8c2ccf38a62b67367b7c99655ea9f24b938,0xc1294128231e483b04c303856bf8af4c6e45aa938d1e0d19ee3c921ecd0404e1,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,1879661683899,73,1652393399
14763636,148,199,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0xe2736c75340c832dfd5f6fe52d09691f4752c7e455237a27a623c7b677b40509,0x33d1014356bd7fd8189ea19c13aed21ad07cdfa2a433d06bbe30ea2da3a68b4e,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,1965640012703,74,1652393475
14763643,160,132,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0x2117f1b0fbf4804c9632c378a237491fc1b181507a44599e8aba9c24484b301b,0x78d11f3001cec5f2b212b68b3633c36de1425405b0363d8ae40ad2815a32f2af,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,1699911988904,75,1652393587
14763644,89,148,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0xdc1b40549e2e08e03a7d7cd8531406979be0c681cfc76e53e954fc21800d0951,0x6a8214a7190ae3461a091f0bc9491e083349d5634546500979347574606849e9,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,1784462614190,76,1652393618
14763651,292,474,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0x67d1d9bf38deb4a10568a6b7cdf81737fce36f353e97b2fc3ff1c97468d0739a,0xd47ff2bdb8ff182642077423f1ebb9666c8f94e2cf9f1851ce418cd973c53800,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,1627151339262,77,1652393743
14763651,359,566,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,0x67d1d9bf38deb4a10568a6b7cdf81737fce36f353e97b2fc3ff1c97468d0739a,0x3beb66ba8405a11313da8c11dea2a78ab20bc5502c5d58ec07c1660882feee02,0x0ce3c18f9728b85742a527c1bd3493daa599c18e,AnswerUpdated,0x0559884fd3a460db3073b7fc896cc77986f16e378210ded43186175bf646fc5f,1860000000000,78,1652393743
